Transaction_ID,Customer_ID,Product,Category,Quantity,Price_per_Unit,Total_Sales,Date,Country
252fd04d-5d55-49d0-a19b-a507ecd24037,62345,USB Cable,Accessories,15,723,10845,2024-10-28,Tuvalu
bf8e4f41-f7c8-4b7c-ba04-2987e8f5c315,85398,Sofa,Furniture,20,745,14900,2024-01-21,Pitcairn Islands
91bdbfce-08f8-49cf-b735-b3dd29104424,51678,Sofa,Furniture,6,300,1800,2024-03-20,Ireland
f77b5b4e-63ad-4515-b267-8da14cdbc728,49991,Sofa,Furniture,19,768,14592,2024-05-23,Reunion
d044e21e-f60c-42c1-b6a9-52e6f706eb50,73955,Tablet,Electronics,14,838,11732,2024-08-31,Seychelles
42f88d5e-6115-469f-8982-3fd12c9fa1c0,62515,Dining Table,Furniture,11,973,10703,2024-07-03,Lebanon
2e36dd10-693c-450b-b8c2-c2d8580dc70e,20036,Microwave,Kitchen,10,264,2640,2024-04-20,Mauritania
31eb6da1-08d9-4a11-90c0-f886a0a0ab40,29876,Desk Chair,Furniture,14,175,2450,2024-05-26,Congo
505b7e30-ad87-4c58-adb4-a6dedce67d92,48451,Charger,Accessories,2,525,1050,2024-12-17,Ukraine
fffca6e6-169e-4359-996c-2b3f453fc385,54478,Headphones,Accessories,6,753,4518,2024-07-12,Portugal
bcb860f2-38f9-47f4-84cc-9fd0c646f519,62264,Desk Chair,Furniture,18,108,1944,2024-01-27,Italy
02a008ba-3462-4107-9469-545c27e2fd6a,27689,Microwave,Kitchen,19,228,4332,2024-04-06,Liberia
4f179f4a-9704-4c9a-a7b1-1c84bb9836c9,73578,USB Cable,Accessories,2,963,1926,2024-05-05,Greece
72856fea-34c6-4335-b9b8-cfca0946dc16,92647,Tablet,Electronics,9,472,4248,2024-08-24,Uruguay
e111f46e-f030-4644-afaa-a0d72fbb0bf2,17234,Microwave,Kitchen,14,760,10640,2024-10-25,Cuba
dff29b73-313d-4463-b7ff-dbcd4cfceccc,25272,Power Bank,Accessories,12,901,10812,2024-02-17,Gabon
922573e2-c17d-407d-a035-f6ad2c68eb25,63791,Power Bank,Accessories,4,889,3556,2024-11-14,Micronesia
7f5d6ad3-79f2-4a2f-8421-cd737513e0fc,91146,USB Cable,Accessories,1,419,419,2024-02-16,Tokelau
168c1630-96e2-4e83-a121-523cd2535344,17403,Coffee Mug,Kitchen,12,61,732,2024-02-22,French Polynesia
6cfffc73-3d3d-4610-9a95-59a7c4023dca,82552,Dining Table,Furniture,11,176,1936,2024-06-23,Iran
be7faee7-67b3-4b52-95f7-722093c3d18f,14501,Laptop,Electronics,2,416,832,2024-04-15,Finland
d5022b68-d43e-4b2a-ae0e-fd3e443a0459,97430,Blender,Kitchen,7,44,308,2024-11-17,Denmark
f5651e14-69b5-460d-b879-509a166ae00e,59040,Headphones,Accessories,16,24,384,2024-11-29,French Southern Territories
705b8fa2-2651-4ea0-8fb3-cd87abf4febd,19737,Bookshelf,Furniture,4,638,2552,2024-10-04,French Southern Territories
c3f73cd7-be3a-423d-807a-abd7039f7ed5,19291,Charger,Accessories,12,770,9240,2024-02-11,Papua New Guinea
93f23870-1d60-444d-adb8-146468dd7cbd,69032,Laptop,Electronics,15,611,9165,2024-07-16,Cocos (Keeling) Islands
dd8034b4-d3f0-44aa-ac50-c065acd37c61,85376,Charger,Accessories,6,280,1680,2024-03-20,Faroe Islands
f4069d74-e7d2-4602-b136-8c79b11276c9,99636,Headphones,Accessories,2,562,1124,2024-11-01,Micronesia
13783813-c653-4f32-a6ad-9569f1453b7d,62356,Sofa,Furniture,3,328,984,2024-07-16,Tokelau
57609530-a923-47ec-a9ca-f30e461584d1,29309,Headphones,Accessories,5,75,375,2024-11-07,Brunei Darussalam
cb8f4202-865d-4635-9b94-367d7812dbff,41617,USB Cable,Accessories,12,177,2124,2024-02-28,Bhutan
70f609b2-0a7f-477d-bad6-b08247b5d036,46031,Toaster,Kitchen,9,932,8388,2025-01-08,Israel
4c7e708a-6518-4788-a83e-d65987036de4,61015,Toaster,Kitchen,1,21,21,2024-12-05,Denmark
cb2ec409-4d68-45b9-be7f-152cb6f3c4ea,71213,Desk Chair,Furniture,1,673,673,2024-10-13,Niue
c9275617-0ef9-412e-8be3-ada4db3f9bf0,71427,Sofa,Furniture,15,187,2805,2024-04-08,Bermuda
07347d2f-8617-4f89-bfaa-331422b1207d,74866,Smartphone,Electronics,4,539,2156,2024-02-20,South Georgia and the South Sandwich Islands
94299d05-0839-4d63-8824-36686f651bf0,47493,Coffee Mug,Kitchen,13,234,3042,2025-01-13,United States Virgin Islands
2859484d-4f12-44b0-b4bf-5fd2d43448a6,17829,Laptop,Electronics,10,147,1470,2025-01-08,British Virgin Islands
031df556-7158-48d9-8dc3-0bf332192e4a,41537,Charger,Accessories,20,36,720,2024-07-17,Zimbabwe
9091d989-eb2e-4de5-863f-d39179f1a905,64936,Charger,Accessories,18,205,3690,2024-11-28,India
956d3e33-ae3d-44f3-9e0b-ecc943127d72,61379,Headphones,Accessories,4,437,1748,2024-02-24,Venezuela
412fc598-c15c-4b70-8bad-89f4a550f460,34326,USB Cable,Accessories,10,948,9480,2024-07-10,Ukraine
d3a94dc6-67df-445b-856e-afba1cf85a1a,84061,Bookshelf,Furniture,20,49,980,2024-12-09,Guinea
4280e002-afaa-4403-9cd5-456bf4bc3c3d,95844,Dining Table,Furniture,9,92,828,2024-06-16,Haiti
1fd4dbe5-2d88-45b7-9633-d7fa03f7fd16,34689,Coffee Mug,Kitchen,19,715,13585,2024-10-21,Ghana
9563ca3f-b4da-4cfa-80eb-9016ca4814fe,16136,Coffee Mug,Kitchen,4,510,2040,2024-04-28,Belize
8a26a064-624e-42fd-991c-31f13818b8d7,67388,Charger,Accessories,16,642,10272,2024-01-20,British Indian Ocean Territory (Chagos Archipelago)
012a3421-7eb0-48de-ae92-ae408513c9ff,75866,Headphones,Accessories,8,779,6232,2024-12-10,Greece
1c51d004-4486-40b2-9904-fd52ff6d92ac,36241,Blender,Kitchen,19,747,14193,2024-06-22,Armenia
651b0328-2e91-478f-a6e5-d13469ae4b2f,39630,Coffee Mug,Kitchen,12,85,1020,2024-02-05,Heard Island and McDonald Islands
bfa57aa3-db0b-420a-9bfb-0f3e159f3d05,78861,Smartphone,Electronics,4,668,2672,2024-12-12,Timor-Leste
9659da27-3ecc-472c-b631-b6d9d5b8350c,89877,Sofa,Furniture,20,325,6500,2024-08-15,Liechtenstein
ef5d9615-2e3e-4997-ab98-e3319031012f,30914,Coffee Mug,Kitchen,17,521,8857,2024-03-03,Finland
8a671a41-f8c6-4d9e-ae7d-b6ca5eab0b8b,92913,Desk Chair,Furniture,18,359,6462,2024-12-25,Guatemala
e2e13e7a-19af-4a37-bea9-90a20a60e50f,36973,Toaster,Kitchen,10,66,660,2024-08-02,Rwanda
a0bcea08-1fca-4326-9503-e6b3995a0720,47495,Dining Table,Furniture,3,558,1674,2024-01-19,Lesotho
fee9ffcf-e079-43ac-8bec-7540226ac92b,26553,Laptop,Electronics,20,297,5940,2024-06-03,Uganda
e822c242-0e72-4d70-a3a5-644b13948139,44722,Smartphone,Electronics,7,60,420,2024-02-25,Western Sahara
a858382f-c1a1-4cdc-8624-8ef22b32f59c,24095,Sofa,Furniture,11,13,143,2024-07-15,Cuba
64b4647a-b7bd-40dc-9d3e-34a6a26d8d5d,74528,Desk Chair,Furniture,16,526,8416,2024-02-02,Indonesia
649169b5-7559-4be7-809b-850a278324b5,42062,Toaster,Kitchen,7,27,189,2024-07-07,Nauru
f348a3c9-f6c1-4cee-ad06-ee98ff4c363f,29897,Sofa,Furniture,11,589,6479,2024-09-01,Czech Republic
977141e7-f2d9-41e3-b55e-403f1b65d0e6,77112,Bookshelf,Furniture,8,222,1776,2024-11-11,Cook Islands
b617d0e7-98d7-4d61-b908-cbdd932456c5,58705,Smartphone,Electronics,14,61,854,2024-05-02,Mozambique
3ba050c0-0408-4578-a401-f4f2feb6c1d5,38770,Bookshelf,Furniture,16,26,416,2024-07-18,South Georgia and the South Sandwich Islands
54c3307e-3fe0-443f-9a9d-a6151eeb7319,77047,Smartphone,Electronics,11,802,8822,2024-10-01,Denmark
04fd009b-c5f5-450b-a139-efdf3eae73c4,61213,Charger,Accessories,14,252,3528,2024-04-05,Australia
7bb50a1c-90d0-4d12-9446-a5cc2367b2c1,42487,USB Cable,Accessories,8,623,4984,2024-06-23,Nicaragua
5476e642-b2a0-4816-a394-83cff94b643d,61683,Blender,Kitchen,10,117,1170,2024-04-26,Norway
fc1e754f-7d75-43b2-bb94-24e6b0c81219,38969,Sofa,Furniture,13,52,676,2024-05-01,Djibouti
c0b71546-63a5-4e87-b2ca-a5d0f7ed71a6,53708,Laptop,Electronics,3,222,666,2024-07-18,Bulgaria
94997055-41b0-4f7b-88f9-07d8c7712c3b,31618,Desk Chair,Furniture,1,304,304,2024-11-18,Cuba
fe3f8ea3-9ffe-408b-9a9c-3a22fefa7e4a,88619,Coffee Mug,Kitchen,5,614,3070,2024-04-09,Comoros
0a264b6b-e35b-4f4f-be47-50b995952aa0,90242,Power Bank,Accessories,18,874,15732,2024-11-15,Kyrgyz Republic
5fb72829-704e-43d5-8eaf-a4242386096d,92654,Charger,Accessories,15,821,12315,2024-03-13,Saint Martin
cad20c56-9b55-4f34-9c37-353ec036a0f6,12877,Bookshelf,Furniture,13,569,7397,2024-02-15,Jersey
121f96aa-fd5b-4b64-a69d-cfff8683e5f9,10443,Power Bank,Accessories,3,443,1329,2024-08-07,Saint Barthelemy
a8a07acb-844f-4661-a88e-f49663ce0e49,75543,USB Cable,Accessories,17,709,12053,2024-03-02,Canada
884253cc-de67-47da-a5b0-1869f56c1610,49900,Blender,Kitchen,2,985,1970,2024-04-11,Bulgaria
5d1b96e3-062c-420a-bfde-95b0568bc6a4,29859,Charger,Accessories,4,900,3600,2025-01-06,Sao Tome and Principe
07d5757e-2f7e-48e9-8a34-ec567a70c754,50179,Microwave,Kitchen,2,815,1630,2024-04-04,Hong Kong
50dd4459-bf12-4715-8773-8df3ddbefd74,99133,Coffee Mug,Kitchen,4,187,748,2024-07-31,Jordan
777ede8a-ae24-489c-af2d-aed922ddfbce,20942,Dining Table,Furniture,2,540,1080,2024-08-19,Marshall Islands
3d62d645-d4ba-4f04-8e32-d74911aea874,30115,USB Cable,Accessories,8,344,2752,2024-07-05,Saint Pierre and Miquelon
9268a0d5-e2d0-42bb-ac84-db7d7ee007c0,97660,Smartphone,Electronics,1,424,424,2024-02-25,Western Sahara
3d081786-d140-477a-a618-714813ae7b60,63910,Smartwatch,Electronics,12,536,6432,2024-05-19,Uganda
01e900b7-d985-4aeb-8939-55ca9e33f2b9,87034,Smartphone,Electronics,4,939,3756,2024-02-17,Ethiopia
31907149-cad3-47ab-aa80-10c3178cd90b,53219,Charger,Accessories,13,329,4277,2024-11-04,Greenland
7761057b-a8b3-4a39-9e4c-f49ea429b9c7,65805,Charger,Accessories,2,151,302,2024-01-15,Seychelles
606fd89e-96db-4f53-8dfb-5506cee07d0e,72925,Sofa,Furniture,20,784,15680,2024-12-13,Pitcairn Islands
7d313125-dc1c-4825-8e04-775be19b5af4,57606,Toaster,Kitchen,15,651,9765,2024-11-23,Australia
08f68136-b428-41ba-8b2e-079977075c34,80869,Blender,Kitchen,5,368,1840,2024-07-27,Liechtenstein
f7524beb-ea13-4d31-9db7-a6210cf85a74,17447,Power Bank,Accessories,3,32,96,2024-03-22,Colombia
1a30452c-7e03-4b97-848e-01f3cc63adc6,62189,Bookshelf,Furniture,19,945,17955,2024-08-18,Macao
5a42bbf0-eeac-4211-bb99-c255390823ff,10685,Tablet,Electronics,2,197,394,2024-09-19,Mongolia
47219a20-3e79-4d62-96f3-cc24758bbdd3,55715,Microwave,Kitchen,15,917,13755,2024-05-21,Turks and Caicos Islands
f63720ae-0530-483f-850a-8427de969813,15209,Dining Table,Furniture,1,534,534,2024-06-30,Lesotho
6cb7de12-f12a-4396-a6ac-9fecceab2036,46791,Toaster,Kitchen,2,294,588,2024-02-17,Christmas Island
e92b306e-6026-4172-9ace-d6aadec2568c,12055,Smartwatch,Electronics,7,827,5789,2024-12-26,Lao People's Democratic Republic
00659ab7-39e0-4921-95dc-1920961f9668,64019,Power Bank,Accessories,12,656,7872,2024-11-12,Congo
ac8c0fb0-2547-4ec6-9143-dca1c8457f9a,91279,Microwave,Kitchen,4,425,1700,2025-01-13,Barbados
bdb1ea8f-6f77-4453-b903-ee5f5abc13ef,88023,Tablet,Electronics,3,66,198,2024-11-11,Gabon
c8986429-a827-4a5d-b6cd-b77e0dff117b,93600,Smartphone,Electronics,7,711,4977,2024-10-15,Tanzania
5ba693ef-e440-497f-86d8-0d4be03b2680,75897,Smartphone,Electronics,15,323,4845,2024-02-19,Suriname
6a2bd55e-e03b-41b6-bc95-ca725ed82b98,59221,Smartphone,Electronics,6,940,5640,2024-02-20,Sierra Leone
842fdfc2-ca08-468f-af36-ea18a9d800b2,85377,Coffee Mug,Kitchen,14,122,1708,2024-02-23,Equatorial Guinea
c2ace5ec-25b5-4d79-8bd2-878f10a2468e,68461,Charger,Accessories,3,594,1782,2024-09-16,Croatia
aed56696-0145-4839-b9ff-0d5c482036b7,94240,USB Cable,Accessories,19,670,12730,2024-07-06,Saint Helena
653e9b87-e407-4066-8694-61577b7eacbf,93723,Dining Table,Furniture,16,689,11024,2024-07-30,Ireland
e567c135-113b-45f4-b139-f0450355a50b,57126,USB Cable,Accessories,5,552,2760,2024-12-01,Isle of Man
9473a65f-7b69-440f-8e0b-43caf41ef2cb,22515,Charger,Accessories,17,643,10931,2024-02-17,Iraq
f0d2eeaa-a680-4653-a45e-466fed421a7a,92030,Bookshelf,Furniture,5,666,3330,2024-05-07,Mongolia
13a0c50c-865a-458a-a90f-0f6a30cc9feb,91218,Dining Table,Furniture,13,633,8229,2024-04-10,Bosnia and Herzegovina
81a1ba24-ef42-478f-a354-4886a6bed517,17541,Toaster,Kitchen,2,363,726,2024-09-05,Saint Barthelemy
d42c3bc3-4ece-43cb-b50e-e9287d5bfd4e,33632,Power Bank,Accessories,1,773,773,2024-05-09,Netherlands Antilles
110f7f46-0e27-4296-8845-998aac99e6cb,22468,Charger,Accessories,13,685,8905,2024-06-11,Sao Tome and Principe
e2abcc0f-d0c6-462c-b7a3-fc2d4d76091b,77484,Laptop,Electronics,9,529,4761,2024-04-27,Timor-Leste
599b95f3-99cc-467f-8311-ce773f267b3f,66807,USB Cable,Accessories,13,106,1378,2024-06-24,Ethiopia
d7b7c981-46ed-46c0-b05b-861a4d445111,19218,Smartwatch,Electronics,2,835,1670,2024-11-11,Guadeloupe
101f8559-1013-4ecc-af73-731ef3238c14,62160,Headphones,Accessories,15,548,8220,2024-06-26,Martinique
df4c008d-210a-4e75-976c-172ae0d5fc80,91088,Coffee Mug,Kitchen,14,643,9002,2024-06-13,Swaziland
d1c99bf2-650c-4efe-9c98-ac530d746b26,57083,Tablet,Electronics,4,346,1384,2024-03-18,Algeria
746ec2c2-5dee-4570-b12a-0af8386de04e,38234,Laptop,Electronics,20,335,6700,2024-06-19,India
971da90e-b63a-488c-a6e8-096cf05cb03e,25508,Blender,Kitchen,19,372,7068,2024-02-14,Wallis and Futuna
04e7a9e1-cca4-417f-b9ad-d44660f94f5e,40335,Charger,Accessories,1,825,825,2024-09-05,Guernsey
552215b6-a081-40ed-88c7-7c00599463e4,32866,Smartwatch,Electronics,3,907,2721,2024-07-03,Senegal
98abc6ac-8bed-4403-bd66-dc8d202dfe71,98272,Dining Table,Furniture,14,787,11018,2024-01-31,Chile
2b54366f-b803-4c7a-a596-637189fa466f,93306,Laptop,Electronics,13,625,8125,2024-08-24,Kiribati
21b6b632-bc87-41c0-a6a0-98af02754ef1,53557,Tablet,Electronics,6,771,4626,2024-02-01,Philippines
0e7b1730-2e6d-4677-8eb1-15b156d24171,71569,Smartwatch,Electronics,12,563,6756,2024-12-24,Iran
47cd62a6-ff72-4e9a-97df-104a98e351fa,52661,Charger,Accessories,9,732,6588,2025-01-03,Albania
696070b9-08d2-431a-a76e-cb274b42645b,67861,Blender,Kitchen,6,378,2268,2024-10-05,Zambia
a5575def-9bed-4811-997c-7e9ac8911cc5,70548,Desk Chair,Furniture,17,593,10081,2025-01-09,Montserrat
aa0aa693-7463-4891-a2e2-57c897c9fcdf,76373,Headphones,Accessories,12,832,9984,2024-06-23,Chad
637cb5e5-eb29-40fb-9d1f-2835084a2111,41911,Charger,Accessories,12,494,5928,2024-09-02,Bolivia
d5234827-a5b0-47ec-8c34-86bcd42b0284,53640,Desk Chair,Furniture,6,524,3144,2024-05-19,Venezuela
2a6b798d-b93e-4e22-8576-148575381a16,46721,Microwave,Kitchen,1,600,600,2024-01-27,Marshall Islands
ef2f95aa-6e19-4663-acf1-58abf12b8821,15842,Coffee Mug,Kitchen,19,774,14706,2024-02-14,Sierra Leone
a1c932c8-a5b2-4527-a91e-9b5badd6ebce,49856,Tablet,Electronics,4,473,1892,2024-07-29,Greece
447e6e87-2834-45c7-a43a-12304561c2fd,85382,Tablet,Electronics,16,451,7216,2024-05-10,Slovenia
82bbb261-f9b7-47b2-bf5a-92e459eba5a6,57025,Dining Table,Furniture,13,930,12090,2024-02-17,French Guiana
85872851-3ebd-4808-b76f-48a6f82af89e,58465,Tablet,Electronics,13,586,7618,2024-02-08,Malta
a8450779-6e23-4c3b-b537-6ee5935dbb98,52259,Smartwatch,Electronics,12,802,9624,2024-09-02,Philippines
af2e0d4d-76d1-40db-82de-1c47354b2b20,54257,Laptop,Electronics,10,757,7570,2024-04-07,Sudan
7218724f-dabe-4374-8502-e37cecc790be,88685,Sofa,Furniture,11,468,5148,2024-09-19,United States Virgin Islands
14632229-3fba-4f35-bd00-4adf0e1bbe0d,23529,Toaster,Kitchen,8,565,4520,2025-01-08,Syrian Arab Republic
3ebb264c-b44d-4fac-b157-634d67a2450d,79223,Desk Chair,Furniture,15,671,10065,2024-12-05,Barbados
437a080a-1277-4956-91f2-d020ebe2363d,34511,Power Bank,Accessories,2,916,1832,2024-01-28,Czech Republic
fc5a3c64-070e-4992-8e24-2774d3ebff06,35484,USB Cable,Accessories,1,240,240,2024-12-11,Vietnam
fa662d52-02bd-40d3-961c-833532cc07f2,15785,Bookshelf,Furniture,6,980,5880,2024-06-28,Qatar
d380661d-dcc0-4f3f-879a-2c8146380b3b,63427,Blender,Kitchen,18,471,8478,2024-11-22,Portugal
1930e872-c594-4b9f-b563-d1f8e42fde65,41636,Coffee Mug,Kitchen,11,398,4378,2024-02-14,Australia
f8f1f5bd-2a63-4226-973d-fac28b364be1,70469,Smartphone,Electronics,19,810,15390,2024-04-24,Libyan Arab Jamahiriya
fe540cb0-526a-4159-8bac-6c171967071c,96431,Tablet,Electronics,5,510,2550,2024-10-21,Barbados
f5e4710e-93ef-4384-b6a7-81bfde247a6f,44951,Dining Table,Furniture,5,927,4635,2024-02-14,Turkmenistan
f4e28c17-21fe-4930-83bc-74dda6a2583f,94368,USB Cable,Accessories,15,964,14460,2024-03-15,Mayotte
83179450-6785-40a4-a69b-dfffc3d89b9d,90697,Smartphone,Electronics,10,774,7740,2024-09-26,Azerbaijan
8cc3a04e-74d3-4aa8-96b8-15edc1c21843,46555,Power Bank,Accessories,20,591,11820,2024-04-14,Mexico
136862fe-3f56-4c0d-a434-c00f8d8a439f,59940,Microwave,Kitchen,12,693,8316,2024-09-17,Comoros
5a3a8ba3-1e75-492c-8c71-028368720cdb,70079,Toaster,Kitchen,5,592,2960,2024-05-26,Niger
791d012d-f6d6-493d-b1fe-07658d7160b7,64855,USB Cable,Accessories,19,34,646,2024-02-28,United Kingdom
77547223-9a13-4c49-9aab-623ba3be7f98,81644,Toaster,Kitchen,4,827,3308,2024-08-04,United States Virgin Islands
c8334574-7ee3-4301-85da-eb55c7833ae4,54899,Tablet,Electronics,15,510,7650,2024-03-15,Italy
4f695512-8dff-4a51-b8d1-3cc10dce9f57,91869,Charger,Accessories,12,96,1152,2024-12-28,El Salvador
cd6a01e5-ed44-4b47-89c8-dd949fcc47a8,61907,Smartphone,Electronics,12,948,11376,2024-04-18,American Samoa
f0184891-4fa5-4992-b40f-74c8fdef27d5,34044,Laptop,Electronics,19,937,17803,2025-01-07,Papua New Guinea
4c9948d3-fdb9-427b-8e6a-c97b1a04b8ec,47662,Blender,Kitchen,9,111,999,2024-12-31,Dominica
ff652714-aa1b-4233-9c6f-ebd7dd24081e,99705,Microwave,Kitchen,4,314,1256,2024-09-16,Eritrea
af1f969e-2849-4afa-88d6-6f16fc5da62a,29783,Toaster,Kitchen,11,767,8437,2024-04-08,Czech Republic
56a9a294-bd73-40f7-9005-768411afd5a3,84078,Coffee Mug,Kitchen,10,363,3630,2024-07-24,Israel
5dba180f-fc7a-4345-80a9-8f2ffa657473,41640,Toaster,Kitchen,12,824,9888,2024-04-25,Liechtenstein
4cabf610-cfea-4d28-a425-3587ef02d17e,39667,Charger,Accessories,7,486,3402,2024-10-11,Hungary
84baccf8-ebe1-4d4c-a655-4d1ba1c53f45,59275,Dining Table,Furniture,6,272,1632,2024-08-10,Liechtenstein
4c94fe83-194c-438a-ae70-2000871202e8,76577,Desk Chair,Furniture,8,445,3560,2024-03-18,Benin
426924b7-c4f6-4d2a-b9a1-48e8a1005f67,93321,Sofa,Furniture,15,921,13815,2024-05-08,India
6cc6bef5-c18d-471c-9888-31baa89af0f6,92884,Dining Table,Furniture,17,232,3944,2024-03-07,Lithuania
9ff2c3fd-6def-406e-8ab9-ad10428e87db,37168,Dining Table,Furniture,8,586,4688,2024-09-08,Congo
262c9a23-0455-4aa6-9a8c-d306c835a28e,37390,Smartphone,Electronics,4,394,1576,2024-11-13,Saint Martin
843acd64-e7e5-49dc-89d5-42965d026478,44310,Bookshelf,Furniture,2,310,620,2024-10-07,Slovenia
970f1636-a65c-4dff-b252-11e47bb3699d,40571,Coffee Mug,Kitchen,19,734,13946,2024-02-07,Macedonia
c4f0babe-96d0-4b2e-afa6-b5dc7d7a9ff0,75703,Headphones,Accessories,2,25,50,2024-09-22,Panama
ec3969a3-a8c3-44a3-a6fa-4f7e84678108,26917,Microwave,Kitchen,15,263,3945,2024-08-16,Northern Mariana Islands
2bc44834-d64d-425f-b144-c34e91cb4439,15157,Headphones,Accessories,14,61,854,2024-05-29,Argentina
7a0664b5-899a-4304-ad01-8953ecfc4578,81586,Coffee Mug,Kitchen,1,571,571,2024-04-19,Falkland Islands (Malvinas)
39a9a47b-c518-4ece-adec-51fc3dd09904,10433,Desk Chair,Furniture,1,536,536,2024-10-02,Zambia
96a23b7a-9be9-413e-a379-903568a2dbab,74847,Headphones,Accessories,3,279,837,2024-04-30,Puerto Rico
1d9391d3-58ea-43cb-a6f9-3933467e80bd,41131,Smartphone,Electronics,17,880,14960,2024-05-05,Macedonia
699b4fb1-2677-4a53-a01a-1ca56ce56cca,19602,Blender,Kitchen,20,159,3180,2024-10-13,Jamaica
6edf77cf-5bfd-436b-a347-8a63a83f24cb,79336,Tablet,Electronics,5,171,855,2024-01-18,Tokelau
4f5d3f74-69e3-42ce-aba4-c4336256d864,28277,Coffee Mug,Kitchen,19,582,11058,2024-04-12,Bolivia
b14010b9-c810-4dde-9daa-9e5939e473db,32673,USB Cable,Accessories,15,83,1245,2024-08-22,Mexico
02c35f2b-facf-4e96-98a6-f175ab67e086,47596,Blender,Kitchen,8,245,1960,2024-07-06,Denmark
79422ed0-66c5-43b6-9b66-29872f604a91,92373,Desk Chair,Furniture,8,525,4200,2024-08-08,Panama
8e76e341-0282-4c40-a6c3-535828ae5b09,36499,Power Bank,Accessories,9,336,3024,2024-01-23,Cocos (Keeling) Islands
67406bf3-cea2-497f-acb8-07fa7b42a1d0,59735,Blender,Kitchen,3,512,1536,2024-09-24,Honduras
183219d9-a18a-47ed-aee0-f893022b2ab4,12999,Desk Chair,Furniture,6,201,1206,2024-04-21,Mexico
e934126f-ed28-48df-b3ca-531beb0abb04,84415,Toaster,Kitchen,3,152,456,2024-07-22,Montserrat
9cf8ee6b-dd43-40ec-8e70-488f24486eb7,36437,Sofa,Furniture,11,628,6908,2024-05-11,Cayman Islands
05053211-a450-4791-a464-256a04d328a5,19933,Sofa,Furniture,1,703,703,2024-06-26,Congo
d531b78e-bd54-478e-bbe4-871a919dda5e,29562,Sofa,Furniture,20,463,9260,2024-09-09,Aruba
e24d0540-5dd8-4912-8716-00a2cb082259,81995,Laptop,Electronics,5,154,770,2024-02-10,Namibia
eff4dc64-01a0-4963-8bc5-1a9b27fc0614,22384,Blender,Kitchen,6,766,4596,2024-12-13,Reunion
fe737e39-7fef-489a-a720-2329dd5e144b,11817,Headphones,Accessories,2,435,870,2024-03-27,Malaysia
e4a975a1-e84f-4f97-b8cb-b83c248e9e64,38401,Coffee Mug,Kitchen,20,83,1660,2024-04-22,Ukraine
ff9bc0dd-33ba-4fff-9472-8f6358f70320,73130,Power Bank,Accessories,7,932,6524,2024-06-25,Norfolk Island
b99c5b72-47ee-4a64-b6d7-d5b82a1c2919,95795,Headphones,Accessories,2,819,1638,2024-06-11,Rwanda
51d407a3-63b9-4068-8610-b9159977b26d,20579,Toaster,Kitchen,14,149,2086,2024-11-12,Spain
389587d2-0d1a-4c04-8437-ad03945c2ae5,67743,Charger,Accessories,16,852,13632,2024-08-03,Bolivia
6bd22499-8c43-4932-9c2c-3f75059f12f2,81101,Bookshelf,Furniture,3,930,2790,2024-05-15,Bulgaria
